dosen_id,tahun,kategori_tunjangan,ikut_pengembangan_karir,status_perlindungan
D0065,2026,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0066,2021,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0066,2022,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0066,2023,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan
D0066,2024,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan
D0066,2025,Tidak Ada,False,BPJS Kesehatan saja
D0066,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0067,2021,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0067,2022,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0067,2023,Kinerja,True,BPJS Kesehatan saja
D0067,2024,Fungsional,True,Tidak Ada
D0067,2025,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan
D0067,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0068,2021,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0068,2022,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0068,2023,Sertifikasi Dosen,False,BPJS Kesehatan saja
D0068,2024,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0068,2025,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0068,2026,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan
D0069,2021,Sertifikasi Dosen,True,BPJS Kesehatan saja
D0069,2022,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0069,2023,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0069,2024,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0069,2025,Fungsional,True,BPJS Kesehatan saja
D0069,2026,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0070,2021,Kinerja,True,Tidak Ada
D0070,2022,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0070,2023,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0070,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0070,2025,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0070,2026,Kinerja,True,BPJS Kesehatan saja
D0071,2021,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0071,2022,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0071,2023,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0071,2024,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0071,2025,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan
D0071,2026,Fungsional,True,BPJS Kesehatan saja
D0072,2021,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0072,2022,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0072,2023,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0072,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0072,2025,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0072,2026,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0073,2021,Sertifikasi Dosen,False,BPJS Kesehatan saja
D0073,2022,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0073,2023,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0073,2024,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0073,2025,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0073,2026,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0074,2021,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0074,2022,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0074,2023,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0074,2024,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0074,2025,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan
D0074,2026,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0075,2021,Sertifikasi Dosen,False,Tidak Ada
D0075,2022,Kinerja,False,Tidak Ada
D0075,2023,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0075,2024,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0075,2025,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0075,2026,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0076,2021,Fungsional,True,BPJS Kesehatan saja
D0076,2022,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0076,2023,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0076,2024,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0076,2025,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0076,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0077,2021,Sertifikasi Dosen,True,BPJS Kesehatan saja
D0077,2022,Fungsional,False,BPJS Kesehatan saja
D0077,2023,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0077,2024,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0077,2025,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0077,2026,Tidak Ada,False,BPJS Kesehatan saja
D0078,2021,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0078,2022,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan
D0078,2023,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0078,2024,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0078,2025,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0078,2026,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0079,2021,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0079,2022,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0079,2023,Fungsional,True,BPJS Kesehatan saja
D0079,2024,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0079,2025,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan
D0079,2026,Fungsional,True,Tidak Ada
D0080,2021,Kinerja,False,BPJS Kesehatan saja
D0080,2022,Sertifikasi Dosen,True,BPJS Kesehatan saja
D0080,2023,Sertifikasi Dosen,False,Tidak Ada
D0080,2024,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0080,2025,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0080,2026,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0081,2021,Fungsional,False,Tidak Ada
D0081,2022,Sertifikasi Dosen,False,BPJS Kesehatan saja
D0081,2023,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan
D0081,2024,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0081,2025,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0081,2026,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0082,2021,Sertifikasi Dosen,False,BPJS Kesehatan saja
D0082,2022,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0082,2023,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0082,2024,Tidak Ada,True,BPJS Kesehatan saja
D0082,2025,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan
D0082,2026,Kinerja,True,BPJS Kesehatan saja
D0083,2021,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0083,2022,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan
D0083,2023,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan
D0083,2024,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan
D0083,2025,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
D0083,2026,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan
