dosen_id,program_id,tahun,kategori_tunjangan,ikut_pengembangan_karir,status_perlindungan,ada_rencana_peningkatan
D0059,EDU,2023,Kinerja,False,BPJS Kesehatan saja,False
D0059,EDU,2024,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,False
D0059,EDU,2025,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,False
D0059,EDU,2026,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan,True
D0060,ENG,2021,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0060,ENG,2022,Fungsional,True,Tidak Ada,True
D0060,ENG,2023,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,True
D0060,ENG,2024,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0060,ENG,2025,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0060,ENG,2026,Tidak Ada,True,BPJS Kesehatan saja,True
D0061,ENG,2021,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0061,ENG,2022,Tidak Ada,True,BPJS Kesehatan saja,True
D0061,ENG,2023,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan,False
D0061,ENG,2024,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0061,ENG,2025,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan,True
D0061,ENG,2026,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0062,ENG,2021,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan,True
D0062,ENG,2022,Tidak Ada,False,BPJS Kesehatan saja,True
D0062,ENG,2023,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0062,ENG,2024,Tidak Ada,False,BPJS Kesehatan saja,False
D0062,ENG,2025,Kinerja,False,BPJS Kesehatan saja,True
D0062,ENG,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0063,ENG,2021,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0063,ENG,2022,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0063,ENG,2023,Kinerja,True,BPJS Kesehatan saja,True
D0063,ENG,2024,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,False
D0063,ENG,2025,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0063,ENG,2026,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0064,ENG,2021,Sertifikasi Dosen,True,Tidak Ada,False
D0064,ENG,2022,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0064,ENG,2023,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,True
D0064,ENG,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0064,ENG,2025,Kinerja,True,BPJS Kesehatan saja,False
D0064,ENG,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0065,ENG,2021,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,False
D0065,ENG,2022,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0065,ENG,2023,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0065,ENG,2024,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0065,ENG,2025,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan,True
D0065,ENG,2026,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0066,ENG,2021,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,False
D0066,ENG,2022,Fungsional,True,BPJS Kesehatan saja,True
D0066,ENG,2023,Fungsional,False,BPJS Kesehatan saja,True
D0066,ENG,2024,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan,True
D0066,ENG,2025,Kinerja,True,BPJS Kesehatan saja,True
D0066,ENG,2026,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0067,MTH,2021,Sertifikasi Dosen,False,Tidak Ada,False
D0067,MTH,2022,Tidak Ada,False,BPJS Kesehatan saja,False
D0067,MTH,2023,Tidak Ada,True,BPJS Kesehatan saja,True
D0067,MTH,2024,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0067,MTH,2025,Kinerja,True,BPJS Kesehatan saja,True
D0067,MTH,2026,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,False
D0068,MTH,2021,Fungsional,False,BPJS Kesehatan saja,False
D0068,MTH,2022,Sertifikasi Dosen,False,BPJS Kesehatan saja,False
D0068,MTH,2023,Tidak Ada,False,BPJS Kesehatan saja,False
D0068,MTH,2024,Tidak Ada,False,BPJS Kesehatan saja,False
D0068,MTH,2025,Sertifikasi Dosen,True,BPJS Kesehatan saja,False
D0068,MTH,2026,Kinerja,True,BPJS Kesehatan saja,False
D0069,MTH,2021,Fungsional,True,BPJS Kesehatan saja,False
D0069,MTH,2022,Kinerja,False,BPJS Kesehatan saja,False
D0069,MTH,2023,Tidak Ada,False,Tidak Ada,False
D0069,MTH,2024,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0069,MTH,2025,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan,False
D0069,MTH,2026,Sertifikasi Dosen,True,BPJS Kesehatan saja,False
D0070,MTH,2021,Fungsional,False,BPJS Kesehatan saja,False
D0070,MTH,2022,Sertifikasi Dosen,False,BPJS Kesehatan saja,False
D0070,MTH,2023,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,True
D0070,MTH,2024,Sertifikasi Dosen,False,BPJS Kesehatan saja,False
D0070,MTH,2025,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0070,MTH,2026,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,False
D0071,MTH,2021,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0071,MTH,2022,Tidak Ada,True,BPJS Kesehatan saja,True
D0071,MTH,2023,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0071,MTH,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,False
D0071,MTH,2025,Fungsional,True,BPJS Kesehatan saja,False
D0071,MTH,2026,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,False
D0072,MTH,2021,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,False
D0072,MTH,2022,Fungsional,True,BPJS Kesehatan saja,True
D0072,MTH,2023,Kinerja,False,Tidak Ada,True
D0072,MTH,2024,Fungsional,False,Tidak Ada,False
D0072,MTH,2025,Fungsional,True,Tidak Ada,True
D0072,MTH,2026,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan,True
D0073,PAD,2021,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0073,PAD,2022,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0073,PAD,2023,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,True
D0073,PAD,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0073,PAD,2025,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0073,PAD,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0074,PAD,2021,Fungsional,True,BPJS Kesehatan saja,True
D0074,PAD,2022,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0074,PAD,2023,Tidak Ada,True,BPJS Kesehatan saja,True
D0074,PAD,2024,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0074,PAD,2025,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0074,PAD,2026,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0075,PAD,2021,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,False
D0075,PAD,2022,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0075,PAD,2023,Fungsional,False,BPJS Kesehatan saja,True
D0075,PAD,2024,Sertifikasi Dosen,True,BPJS Kesehatan saja,False
D0075,PAD,2025,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,False
D0075,PAD,2026,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan,False
D0076,PAD,2021,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,True
D0076,PAD,2022,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0076,PAD,2023,Kinerja,True,Tidak Ada,True
D0076,PAD,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,False
D0076,PAD,2025,Tidak Ada,True,Tidak Ada,True
D0076,PAD,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0077,PAD,2021,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0077,PAD,2022,Fungsional,True,BPJS Kesehatan saja,True
D0077,PAD,2023,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,True
D0077,PAD,2024,Sertifikasi Dosen,False,Tidak Ada,True
D0077,PAD,2025,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0077,PAD,2026,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0078,PAD,2021,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0078,PAD,2022,Kinerja,True,BPJS Kesehatan saja,False
D0078,PAD,2023,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0078,PAD,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0078,PAD,2025,Kinerja,True,BPJS Kesehatan saja,True
D0078,PAD,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0079,PSY,2021,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan,True
D0079,PSY,2022,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0079,PSY,2023,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan,True
D0079,PSY,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,False
D0079,PSY,2025,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0079,PSY,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0080,PSY,2021,Tidak Ada,True,BPJS Kesehatan saja,True
D0080,PSY,2022,Kinerja,True,BPJS Kesehatan saja,True
D0080,PSY,2023,Sertifikasi Dosen,True,BPJS Kesehatan saja,True
D0080,PSY,2024,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0080,PSY,2025,Kinerja,True,BPJS Kesehatan saja,True
D0080,PSY,2026,Kinerja,True,BPJS Kesehatan & Ketenagakerjaan,True
D0081,PSY,2021,Sertifikasi Dosen,False,BPJS Kesehatan saja,False
D0081,PSY,2022,Tidak Ada,False,BPJS Kesehatan saja,False
D0081,PSY,2023,Tidak Ada,True,Tidak Ada,True
D0081,PSY,2024,Fungsional,False,BPJS Kesehatan saja,True
D0081,PSY,2025,Tidak Ada,False,BPJS Kesehatan & Ketenagakerjaan,False
D0081,PSY,2026,Fungsional,False,BPJS Kesehatan & Ketenagakerjaan,True
D0082,PSY,2021,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,False
D0082,PSY,2022,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan,True
D0082,PSY,2023,Tidak Ada,True,BPJS Kesehatan saja,True
D0082,PSY,2024,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,True
D0082,PSY,2025,Tidak Ada,True,BPJS Kesehatan & Ketenagakerjaan,True
D0082,PSY,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,False
D0083,PSY,2021,Kinerja,False,BPJS Kesehatan & Ketenagakerjaan,False
D0083,PSY,2022,Kinerja,True,Tidak Ada,True
D0083,PSY,2023,Sertifikasi Dosen,False,BPJS Kesehatan & Ketenagakerjaan,True
D0083,PSY,2024,Tidak Ada,True,BPJS Kesehatan saja,True
D0083,PSY,2025,Sertifikasi Dosen,True,BPJS Kesehatan & Ketenagakerjaan,True
D0083,PSY,2026,Fungsional,True,BPJS Kesehatan & Ketenagakerjaan,True
D0084,PSY,2021,Fungsional,False,BPJS Kesehatan saja,False
D0084,PSY,2022,Sertifikasi Dosen,False,BPJS Kesehatan saja,True
D0084,PSY,2023,Fungsional,False,BPJS Kesehatan saja,True
D0084,PSY,2024,Kinerja,True,Tidak Ada,True
D0084,PSY,2025,Kinerja,True,BPJS Kesehatan saja,False
D0084,PSY,2026,Kinerja,True,BPJS Kesehatan saja,False
